"Name","ReferenceDate","InstrumentType","Type","Strike","MaturityDate","SpotPrice"
"FKF1",2014-12-12,"EUROPEAN","PUT",235000,2017-01-02,55167.25
"FPD0",2014-12-12,"EUROPEAN","PUT",351000,2021-01-04,44368.68
"FPD1",2014-12-12,"EUROPEAN","PUT",361000,2021-01-04,49321.44
"FPD2",2014-12-12,"EUROPEAN","PUT",371000,2021-01-04,54274.32
"FPD3",2014-12-12,"EUROPEAN","PUT",381000,2021-01-04,59227.22
"FPD4",2014-12-12,"EUROPEAN","PUT",391000,2021-01-04,64180.12
"FPD5",2014-12-12,"EUROPEAN","PUT",401000,2021-01-04,69133.03
"FPD6",2014-12-12,"EUROPEAN","PUT",411000,2021-01-04,74085.93
"FPD7",2014-12-12,"EUROPEAN","PUT",421000,2021-01-04,79038.84
"FPD8",2014-12-12,"EUROPEAN","PUT",431000,2021-01-04,83991.75
"FPD9",2014-12-12,"EUROPEAN","PUT",441000,2021-01-04,88944.65
"FPDB",2014-12-12,"EUROPEAN","PUT",451000,2021-01-04,93897.56
