"id_transacao","compl_transacao","tipo_registro","data_geracao_arquivo","grupo_indicador","cod_indicador","valor_indicador","num_casas_decimais","reserva"
353,1,1,2014-12-11,"indicadores-gerais","TBF11",0.8403,4,""
354,1,1,2014-12-12,"indicadores-gerais","TBF11",0.8403,4,""
355,1,1,2014-12-11,"indicadores-gerais","TBF12",0.8701,4,""
356,1,1,2014-12-11,"indicadores-gerais","TBF13",0.8915,4,""
357,1,1,2014-12-12,"indicadores-gerais","TBF13",0.8915,4,""
358,1,1,2014-12-11,"indicadores-gerais","TBF14",0.8375,4,""
359,1,1,2014-12-12,"indicadores-gerais","TBF14",0.8375,4,""
360,1,1,2014-12-11,"indicadores-gerais","TBF15",0.796,4,""
361,1,1,2014-12-12,"indicadores-gerais","TBF15",0.796,4,""
362,1,1,2014-12-11,"indicadores-gerais","TBF16",0.8359,4,""
363,1,1,2014-12-12,"indicadores-gerais","TBF16",0.8359,4,""
364,1,1,2014-12-11,"indicadores-gerais","TBF17",0.8743,4,""
365,1,1,2014-12-12,"indicadores-gerais","TBF17",0.8743,4,""
366,1,1,2014-12-11,"indicadores-gerais","TBF18",0.8995,4,""
367,1,1,2014-12-12,"indicadores-gerais","TBF18",0.8995,4,""
368,1,1,2014-12-11,"indicadores-gerais","TBF19",0.8932,4,""
369,1,1,2014-12-12,"indicadores-gerais","TBF19",0.8932,4,""
370,1,1,2014-12-11,"indicadores-gerais","TBF20",0.9157,4,""
371,1,1,2014-12-12,"indicadores-gerais","TBF20",0.9157,4,""
372,1,1,2014-12-11,"indicadores-gerais","TBF21",0.8335,4,""
373,1,1,2014-12-12,"indicadores-gerais","TBF21",0.8335,4,""
374,1,1,2014-12-11,"indicadores-gerais","TBF22",0.8164,4,""
375,1,1,2014-12-12,"indicadores-gerais","TBF22",0.8164,4,""
376,1,1,2014-12-11,"indicadores-gerais","TBF23",0.8574,4,""
377,1,1,2014-12-12,"indicadores-gerais","TBF23",0.8574,4,""
378,1,1,2014-12-11,"indicadores-gerais","TBF24",0.9234,4,""
379,1,1,2014-12-12,"indicadores-gerais","TBF24",0.9234,4,""
380,1,1,2014-12-11,"indicadores-gerais","TBF25",0.8618,4,""
381,1,1,2014-12-12,"indicadores-gerais","TBF25",0.8618,4,""
382,1,1,2014-12-11,"indicadores-gerais","TBF26",0.8556,4,""
383,1,1,2014-12-12,"indicadores-gerais","TBF26",0.8556,4,""
384,1,1,2014-12-11,"indicadores-gerais","TBF27",0.8436,4,""
385,1,1,2014-12-12,"indicadores-gerais","TBF27",0.8436,4,""
386,1,1,2014-12-11,"indicadores-gerais","TBF28",0.8071,4,""
387,1,1,2014-12-12,"indicadores-gerais","TBF28",0.8071,4,""
388,1,1,2014-12-11,"indicadores-gerais","TBF29",0.77,4,""
389,1,1,2014-12-12,"indicadores-gerais","TBF29",0.77,4,""
390,1,1,2014-12-11,"indicadores-gerais","TBF30",0.8107,4,""
391,1,1,2014-12-12,"indicadores-gerais","TBF30",0.8107,4,""
392,1,1,2014-12-11,"indicadores-gerais","TBF31",0.8552,4,""
393,1,1,2014-12-12,"indicadores-gerais","TBF31",0.8552,4,""
394,1,1,2014-12-11,"indicadores-gerais","TJL",5,2,""
395,1,1,2014-12-12,"indicadores-gerais","TJL",5,2,""
