01;150925;TC150925.txt;22:45:54;
02;1;LTN;0;;10000;0;10000;
02;1;LTN;1;10;10;20;20;
02;1;LTN;2;10;10;20;20;
02;1;LTN;3;10;10;20;20;
02;1;LTN;4;10;10;20;20;
02;1;LTN;5;10;10;20;20;
02;1;LTN;6;10;10;20;20;
02;1;LTN;7;10;10;20;20;
02;1;LTN;8;10;10;20;20;
02;1;LTN;9;10;10;20;20;
02;1;LTN;10;10;10;20;20;
02;1;LTN;11;10;10;20;20;
02;1;LTN;12;10;10;20;20;
02;1;LTN;13;10;10;20;20;
02;1;LTN;14;10;10;20;20;
02;1;LTN;15;10;10;20;20;
02;1;LTN;16;10;10;20;20;
02;1;LTN;17;10;10;20;20;
02;1;LTN;18;10;10;20;20;
02;1;LTN;19;10;10;20;20;
02;1;LTN;20;10;10;20;20;
02;1;LTN;21;10;10;20;20;
02;1;LTN;22;10;10;20;20;
02;1;LTN;23;10;10;20;20;
02;1;LTN;24;10;10;20;20;
02;10;NTNC;0;;10000;0;10000;
02;10;NTNC;1;10;10;20;20;
02;10;NTNC;2;10;10;20;20;
02;10;NTNC;3;10;10;20;20;
02;10;NTNC;4;10;10;20;20;
02;10;NTNC;5;10;10;20;20;
02;10;NTNC;6;10;10;20;20;
02;10;NTNC;7;10;10;20;20;
02;10;NTNC;8;10;10;20;20;
02;10;NTNC;9;10;10;20;20;
02;10;NTNC;10;10;10;20;20;
02;10;NTNC;11;10;10;20;20;
02;10;NTNC;12;10;10;20;20;
02;10;NTNC;13;10;10;20;20;
02;10;NTNC;14;10;10;20;20;
02;10;NTNC;15;10;10;20;20;
02;10;NTNC;16;10;10;20;20;
02;10;NTNC;17;10;10;20;20;
02;10;NTNC;18;10;10;20;20;
02;10;NTNC;19;10;10;20;20;
02;10;NTNC;20;10;10;20;20;
02;10;NTNC;21;10;10;20;20;
02;10;NTNC;22;10;10;20;20;
02;10;NTNC;23;10;10;20;20;
02;10;NTNC;24;10;10;20;20;
02;11;NTN-P;0;;10000;0;10000;
02;11;NTN-P;1;10;10;20;20;
02;11;NTN-P;2;10;10;20;20;
02;11;NTN-P;3;10;10;20;20;
02;11;NTN-P;4;10;10;20;20;
